1560404629.36,0,23.920236628,24.111160495,1.67623879395
1560404629.36,0,25.4560941254,24.2777327037,1.60553910745
1560404630.08,0,23.9256851609,24.5859041821,1.57903781948
1560404630.08,0,25.4538958235,24.6110658482,1.56686727818
1560404630.63,0,23.9850101547,25.0711621674,1.47788465527
1560404630.63,0,25.4553885318,24.9909798663,1.56686727818
1560404630.63,0,21.2832181371,30.1810282944,2.49171571613
1560404630.63,0,21.2983525217,30.1437963998,2.20375586532
1560404631.17,0,24.029431902,25.4125375688,1.45690892524
1560404631.17,0,25.3831165526,25.6853153189,1.63575823579
1560404631.17,0,21.2396201829,30.2141631859,2.49171571613
1560404631.72,0,24.0863837004,25.7683632548,1.42022988974
1560404631.72,0,25.3143473027,25.8825248271,1.69457499382
1560404632.44,0,24.1562839301,26.4164873672,1.47856749292
1560404633.11,0,24.1757735193,26.9286615728,1.51272084687
1560404633.65,0,24.1826054692,27.4397231877,1.54132160957
1560404634.2,0,24.2507312545,28.0429763931,1.49043365809
1560404634.2,0,25.3451994591,27.7197586376,-1.95489982009
1560404634.86,0,24.2721385222,28.5742236299,1.51827680737
1560404634.86,0,25.3524007225,28.6219565978,1.61739293231
1560404635.4,0,24.2624183483,29.1726393802,1.56895483932
1560404635.4,0,25.4076758739,29.5140668907,1.5314289067
1560404635.95,0,24.190435249,29.8560978504,1.64916424165
1560404635.95,0,25.3957156258,30.0480182281,1.60611057467
1560404636.49,0,24.1890580431,30.1139553331,1.61712930721
1560404636.49,0,25.3600467797,30.429291474,1.63879924604
1560404637.04,0,24.1616279506,30.7417110129,1.60661901863
1560404637.04,0,25.3336120143,30.5337074095,1.74223242683
1560404637.04,0,25.4732427448,31.6773791845,1.62985010838
1560404637.58,0,24.1409771984,30.9749968315,1.62932363176
1560404637.58,0,25.3209748372,30.606697464,1.74223242683
1560404637.58,0,25.4683031272,31.7609280131,1.62985010838
1560404638.31,0,24.0904765671,31.4345107514,1.68951006604
1560404638.31,0,26.3217760073,37.1119721114,2.83673515453
1560404638.85,0,24.0702103009,31.886620022,1.63839794626
1560404638.85,0,25.5534197954,37.4312840687,2.75527749971
1560404639.39,0,24.0582165998,32.2617741082,1.62692502746
1560404639.39,0,24.9885174888,37.9588492904,2.5262493731
1560404639.39,0,27.0819220664,36.9927221278,2.50429519267
1560404640.06,0,24.0387441291,32.8545962919,1.59902642475
1560404640.06,0,24.1071738136,38.7096224054,2.44963759968
1560404640.06,0,26.0186984093,37.3432827637,2.78139772653
1560404640.66,0,24.0524048911,33.4195923618,1.54571498962
1560404640.66,0,23.3604795476,39.354067247,2.43166300568
1560404640.66,0,25.1562252372,37.6430058281,2.76107180353
1560404641.21,0,24.0482932894,33.6968502737,1.56984470794
1560404641.21,0,22.9473991179,39.6755954527,2.45861213624
1560404641.21,0,24.7173930494,37.8874446344,2.70460832379
1560404641.75,0,24.1086398854,34.1689296213,1.47405644453
1560404641.75,0,22.1661040975,40.2471287093,2.49378917608
1560404641.75,0,23.9986910635,38.407046797,2.55579362623
1560404642.41,0,24.2520140467,34.6685987528,1.30731321263
