1571157484.74,47,-803.035929668,-8808.90623656,0.0,33.0711267291,-1.35297140242,0.549540827788
1571157484.74,52,-2610.87337857,-7192.75733891,0.0,69.6563835236,1.33250475715,3.80169945319
1571157484.74,53,-1820.10148428,-4205.71571221,0.0,280.934706804,-0.485929314261,-0.486072063099
1571157484.74,54,-2124.20518521,-8004.46747431,0.0,59.1612003105,-2.57018181361,-0.230768047363
1571157484.74,58,-931.291631613,-3266.58363835,0.0,538.947610291,0.375702728349,0.375639470106
1571157484.74,59,1322.22673118,-5967.20394138,0.0,32.3463605961,3.10718768567,-1.45838203192
1571157484.74,60,9217.17360327,-617.428317411,0.0,953.128048973,0.0941283068514,0.0939925160741
1571157484.74,62,-2713.64963545,-3133.92754489,0.0,238.364485337,-2.02553384327,-2.02538599151
1571157484.88,47,-799.901106183,-8812.25358107,0.0,32.0110342286,-1.21899867134,0.549540827788
1571157484.88,52,-2608.54563613,-7183.17447317,0.0,69.6563835236,1.33250475715,3.80169945319
1571157484.88,53,-1721.6803039,-4246.19249436,0.0,402.391271938,-0.439658589327,-0.439808669224
1571157484.88,54,-2159.72388385,-8024.5737289,0.0,118.458763017,-2.60566180787,-0.230768047363
1571157484.88,58,-825.269077264,-3209.83203887,0.0,618.403855513,0.416804020879,0.416753635667
1571157484.88,59,1316.05629209,-5956.23485242,0.0,40.9690059061,2.60651339557,-1.45838203192
1571157484.88,60,9351.51432034,-604.745574076,0.0,953.128048973,0.0941283068514,0.0939925160741
1571157484.88,62,-2761.59883302,-3181.52816413,0.0,289.172747905,-2.14968240054,4.13362733822
1571157485.03,47,-823.940742078,-8830.8608087,0.0,67.6840763229,-2.14483805768,0.549540827788
1571157485.03,52,-2606.21665886,-7173.58652393,0.0,69.6563835236,1.33250475715,3.80169945319
1571157485.03,53,-1644.41302572,-4282.04472131,0.0,454.989371781,-0.437834181368,-0.437984524383
1571157485.03,54,-2200.47906964,-8040.61643659,0.0,168.343384503,-2.68354885555,3.59959932489
1571157485.03,58,-743.033075065,-3155.8112017,0.0,636.787054692,0.464021482122,0.463986300297
1571157485.03,59,1315.37376841,-5956.23292932,0.0,31.2419457409,2.62720769512,-1.45838203192
1571157485.03,60,9513.12708543,-737.702028122,0.0,985.517554001,-0.0875876049915,-0.0877488552468
1571157485.03,62,-2797.37387782,-3279.44875348,0.0,389.922254639,-2.05066196357,-2.05051815881
1571157485.14,47,-813.748240898,-8827.79700836,0.0,39.3509428272,-1.80112971602,0.549540827788
1571157485.14,52,-2604.31664895,-7165.76455035,0.0,69.6563835236,1.33250475715,3.80169945319
1571157485.14,53,-1575.52200969,-4303.34428925,0.0,491.602319887,-0.399024583322,-0.39918004408
1571157485.14,54,-2243.98811542,-8036.75930814,0.0,207.348617718,-2.89567335809,3.38741124014
1571157485.14,58,-695.137949105,-3107.35541833,0.0,620.774514673,0.531910948778,0.531898140854
1571157485.14,59,1313.88349473,-5950.03694429,0.0,33.8644973636,2.35931329774,-1.45838203192
1571157485.14,60,9597.99301268,-806.911215262,0.0,959.252359611,-0.168680423705,-0.16884633724
1571157485.14,62,-2818.17584551,-3319.41871096,0.0,389.922254639,-2.05066196357,-2.05051815881
1571157485.23,47,-827.661536465,-8842.00824428,0.0,69.7182624104,-2.1000737624,0.549540827788
1571157485.23,52,-2602.92599881,-7160.03951251,0.0,69.6563835236,1.33250475715,3.80169945319
1571157485.23,53,-1520.07513382,-4315.03420182,0.0,520.056499655,-0.357732467205,-0.357892344754
1571157485.23,54,-2314.32915013,-8029.6017506,0.0,308.656067717,-3.0517207088,3.23132799041
1571157485.23,58,-664.304927512,-3069.73816271,0.0,608.0357423,0.586952464342,0.586957988527
1571157485.23,59,1310.02932656,-5946.68261968,0.0,38.3232328917,2.37687000029,-1.45838203192
1571157485.23,60,9654.02731757,-886.294385308,0.0,946.661369485,-0.269582298428,-0.269747930548
1571157485.23,62,-2844.65049939,-3378.78080714,0.0,441.811105331,-2.03624005814,-2.03609388558
1571157485.43,47,-805.596981195,-8821.62833386,0.0,22.9952864478,0.184200598155,0.549540827788
1571157485.43,52,-2599.63484483,-7146.49046769,0.0,69.6563835236,1.33250475715,3.80169945319
1571157485.43,53,-1366.32335259,-4345.42026947,0.0,622.498029219,-0.276700359975,-0.276865716605
1571157485.43,54,-2403.63307747,-8027.22989632,0.0,362.753386244,-3.10855922875,3.17447952911
1571157485.43,58,-598.766739195,-3007.8647571,0.0,543.596913521,0.642584425444,0.642608409595
1571157485.43,59,1305.78776865,-5942.68187432,0.0,34.6682337136,2.37971975716,-1.45838203192
1571157485.43,60,9802.69794651,-970.672533697,0.0,911.174291386,-0.342905773111,-0.343066972069
1571157485.43,62,-3014.70478511,-3570.22140795,0.0,703.134997049,-2.18652894623,4.09677229452
1571157485.53,47,-783.123249323,-8800.91174478,0.0,75.1525902819,0.612992132754,0.549540827788
1571157485.53,52,-2597.98916788,-7139.71553376,0.0,69.6563835236,1.33250475715,3.80169945319
1571157485.53,53,-1274.70181791,-4348.7995569,0.0,676.935681861,-0.212851527132,-0.213018151837
1571157485.53,54,-2460.40692379,-8021.2057958,0.0,403.189749735,3.13577750225,3.13562523993
1571157485.53,58,-582.983189341,-2982.92218183,0.0,490.83711726,0.685059854848,0.685097745554
1571157485.53,59,1311.25972062,-5934.69819237,0.0,36.215789658,1.82914657696,-1.45838203192
1571157485.53,60,9915.7677145,-1004.23878784,0.0,955.689898596,-0.331693734954,-0.331855839125
1571157485.53,62,-3103.40786387,-3675.29983908,0.0,816.37981691,-2.21088551942,4.0724097553
1571157485.73,47,-779.285927289,-8821.0949585,0.0,47.1130440257,-0.169411749722,0.549540827788
1571157485.73,52,-2594.69721029,-7126.16318063,0.0,69.6563835236,1.33250475715,3.80169945319
1571157485.73,53,-1123.33919117,-4344.41533719,0.0,702.50496066,-0.113387922641,-0.113551123759
1571157485.73,54,-2556.7452054,-8034.76269486,0.0,433.921500089,-3.08477852797,3.19826416587
1571157485.73,58,-476.773026875,-2934.09704592,0.0,522.504339098,0.576628253046,0.576630337048
1571157485.73,59,1313.74100566,-5919.34912551,0.0,51.0642249944,1.58871791023,-1.45838203192
1571157485.73,60,10093.8058142,-1048.28817701,0.0,941.316721583,-0.302100191436,-0.302264292344
1571157485.73,62,-3205.93343941,-3802.58502374,0.0,816.219916462,-2.22484018419,4.05845155386
1571157485.83,47,-774.640379805,-8821.88958543,0.0,47.1130440257,-0.169411749722,0.549540827788
1571157485.83,52,-2593.05242319,-7119.39191005,0.0,69.6563835236,1.33250475715,3.80169945319
1571157485.83,53,-1026.72698162,-4334.92909582,0.0,751.100546091,-0.0610488044632,-0.0612076001599
1571157485.83,54,-2606.29050584,-8074.0216117,0.0,455.36522943,-2.92993657489,3.35313916897
1571157485.83,58,-427.193071999,-2923.008688,0.0,514.647363233,0.510058167496,0.510038111972
1571157485.83,59,1306.93674629,-5913.1952804,0.0,54.8588622316,1.82644994791,-1.45838203192
1571157485.83,60,10183.7073111,-1076.30498109,0.0,941.316721583,-0.302100191436,-0.302264292344
1571157485.83,62,-3269.14274254,-3871.3393201,0.0,838.001374468,-2.24376269158,4.03952411881
1571157485.93,47,-786.934073009,-8879.24600895,0.0,102.881829308,-1.38995117155,0.549540827788
1571157485.93,52,-2591.40676584,-7112.61705681,0.0,69.6563835236,1.33250475715,3.80169945319
1571157485.93,53,-960.754994416,-4325.09187526,0.0,731.931143221,-0.0235396711031,-0.0236942365647
1571157485.93,54,-2639.82622659,-8104.23014238,0.0,444.830034994,-2.82953105845,3.45357193164
1571157485.93,58,-382.467087491,-2910.52555098,0.0,502.460667473,0.466867876273,0.466833622347
1571157485.93,59,1305.26812104,-5915.41774807,0.0,40.7749317827,1.93247468934,-1.45838203192
1571157485.93,60,10320.2284993,-1069.75317447,0.0,1000.60051046,-0.224847348855,-0.225013942298
1571157485.93,62,-3318.56399668,-3918.80985621,0.0,806.414810381,-2.26615041489,4.01713037824
1571157486.03,47,-796.127800845,-8925.37869014,0.0,160.308563868,-1.56847531258,-1.56832419295
